Subject,Course ID,Course Title,Course Description,Credits
Creative and Critical Studies,CCS_O 150,Creative and Critical Art Theory I,"Introduction to Western, Indigenous, and global art practices and theoretical discourses through the discussion and examination of forms, context, and ideas that contribute to cultural and contemporary art practices. [3-0-1]",	3
Creative and Critical Studies,CCS_O 250,Creative and Critical Art Theory II,"The continued study of Western, Indigenous, and global art practices and the theoretical discourses that contribute to the development of contemporary art. [3-0-1] Prerequisite: CCS 150.",	3
Creative and Critical Studies,CCS_O 320,Interdisciplinary Ecological Art,"An interdisciplinary practice-based course that introduces students to artistic methods and processes for engagement in environmental issues. Restricted to students with at least third-year standing. Prerequisite: SUST 204. or any 6 credits of CCS, VISA, ARTH, CRWR, THTR, INDG.",	3
Creative and Critical Studies,CCS_O 506,M.F.A. Graduate Colloquium I,"Multi-disciplinary seminar dealing with various approaches and issues in contemporary creative research methods as relating to the disciplines of Visual Arts, Media Arts, Creative Writing, Performance, and Curation. Restricted to students in the M.F.A. program. Restricted to students in the M.F.A program or permission of the Department of Creative Studies.",	3
Creative and Critical Studies,CCS_O 507,M.F.A. Graduate Colloquium II,"Multi-disciplinary seminar dealing with various approaches and issues in contemporary creative research methods as relating to the disciplines of Visual Arts, Media Arts, Creative Writing, Performance, and Curation. Students will be expected to develop creative work and a thesis plan. Prerequisite: CCS 506. or permission of the Department of Creative Studies.",	3
Creative and Critical Studies,CCS_O 510,Curation as Creative Practice,"Examination of curation as a form of creative practice and the tradition of artist-led curation. Topics in a given year may include one or more of the following: Indigeneity and Curation, Decolonizing Curation, Curating Live Performance, Curating New Media and Curating with Artists. With different topics this course may be taken more than once for credit. Prerequisite: Restricted to students in the MFA program or permission of the Department of Creative Studies.",	3-6
Creative and Critical Studies,CCS_O 511,Digital Media for Interpretive Centres,"The art and practice of using digital media for cultural institutions like art galleries, museums, botanic gardens, science centres, heritage sites and parks. Critical perspectives will be employed and approaches may include project-based learning, working with cultural institutions and digital art history methods. Credit will be granted for only one of CCS 511, ARTH 411, DIHU 411. Prerequisite: Restricted to students in the MFA program or permission of the Department of Creative Studies.",	3
Creative and Critical Studies,CCS_O 512,Politics of Exhibition and Representation,Politics of exhibition and representation of world arts and visual cultures in contexts of colonialism and postcolonial activism. Credit will be granted for only one of CCS 512 or ARTH 451. Prerequisite: Restricted to students in the MFA program or permission of the Department of Creative Studies.,	3
Creative Writing,CRWR_O 150,Introduction to Writing Poetry and Non-Fiction,"Introduction to composition and experimentation in the genres of poetry and creative non-fiction. Students will develop a working knowledge of modern aesthetics in poetry and creative nonfiction, as well as an objective appreciation of their own voice in the context of those aesthetics. No more than 6 credits in total will be granted for CRWR 150, CRWR 160. [3-0-0] or [1-0-2] or [2-0-1]",	3
Creative Writing,CRWR_O 160,Introduction to Writing Fiction and Drama,"Introduction to composition and experimentation in the genres of fiction and drama. Students will develop a working knowledge of modern aesthetics in fiction and drama, as well as an objective appreciation of their own voice in the context of those aesthetics. No more than 6 credits in total will be granted for CRWR 150, CRWR 160. [3-0-0] or [1-0-2] or [2-0-1]",	3
Creative Writing,CRWR_O 205,Writing Popular Fiction,"Introduction to writing genre fiction, such as fantasy, science fiction, horror, vampire, zombie, mystery, thriller, young adult and other genre fiction. Genres will change annually. [3-0-0] Prerequisite: 6 credits first-year English",	3
Creative Writing,CRWR_O 210,The Power of Story,"An interdisciplinary survey on story designed to assist students in the analysis and construction of narratives, exploring how story structure, character, and action create meaning. [3-0-0] Prerequisite: 6 credits of 100-level English.",	3
Creative Writing,CRWR_O 216,Intermediate Workshop in Creative Writing: Poetry,"Intermediate creative writing course. Students are instructed and guided in the writing of poetry, are encouraged to pursue experimentation in poetry, and will participate in the feedback and critique sessions that constitute the workshop method. [3-0-0] Prerequisite: CRWR 150.",	3
Creative Writing,CRWR_O 217,Intermediate Workshop in Creative Writing: Fiction,"Intermediate creative writing course. Students are instructed and guided in the writing of fiction, are encouraged to pursue experimentation in fiction, and will participate in the feedback and critique sessions that constitute the workshop method. [3-0-0] Prerequisite: CRWR 160.",	3
Creative Writing,CRWR_O 218,Intermediate Workshop in Creative Writing: Playwriting,"Intermediate creative writing course. Students are instructed and guided in the writing of plays, are encouraged to pursue experimentation in drama, and will participate in the feedback and critique sessions that constitute the workshop method. [3-0-0] Prerequisite: One of CRWR 160, THTR 103.",	3
Creative Writing,CRWR_O 219,Intermediate Workshop in Creative Writing: Non-Fiction,"Intermediate creative writing course. Students are instructed and guided in the writing of creative non-fiction, are encouraged to pursue experimentation in creative non-fiction, and will participate in the feedback and critique sessions that constitute the workshop method. [3-0-0] Prerequisite: One of CRWR 150, ENGL 113, ENGL 114.",	3
Creative Writing,CRWR_O 250,Workshop in Creative Writing: Screenwriting,"Students are instructed and guided in the writing of screenplays, are encouraged to pursue experimentation in screenwriting, and will participate in the feedback and critique sessions that constitute the workshop method. Credit will be granted for only one of CRWR 250 or FILM 250. [3-0-0] Prerequisite: One of CRWR 150, CRWR 160, VISA 104, VISA 105, VISA 106, VISA 108, THTR 101, THTR 102. Equivalency: FILM 250",	3
Creative Writing,CRWR_O 260,Theory and Practice of Creative Writing,"Recommended for students taking Creative Writing, English, Visual Arts, or Performance courses. Introduces students to the history of contemporary forms of creative writing. Students will write on problems of aesthetics and practice various forms. [3-0-0] Prerequisite: Two of ENGL 112, ENGL 113, ENGL 150, ENGL 151, ENGL 153, CRWR 150, CRWR 160.",	3
Creative Writing,CRWR_O 310,The Power of Metaphor,"An interdisciplinary survey of metaphor, focusing on use and understanding of metaphor in thinking, writing and communication across disciplines, including art, health, science, politics, literature, and technology. [3-0-0] Prerequisite: Third-year standing.",	3
Creative Writing,CRWR_O 360,Creative Writing and the Racialized Writer,"Engages with non-dominant aspects of craft in order to understand the publishing and craft-related decisions made by people of colour (POC) because of their backgrounds. Issues normally discussed as asides in creative writing classes, such as representation, diversity, and appropriation, will be highlighted. Restricted to students with at least third-year standing. Prerequisite: 3 credits of CRWR.",	3
Creative Writing,CRWR_O 380,Writing of the Short Story,"Advanced workshop in the writing of short fiction. Restricted to students with at least third-year standing. Restricted to Creative Writing Majors and Minors except with permission of the department. [3-0-0] Prerequisite: Either (a) two of CRWR 205, CRWR 216, CRWR 217, CRWR 218, CRWR 219, CRWR 250, CRWR 260 or (b) two of CRWR 210, CRWR 216, CRWR 217, CRWR 218, CRWR 219, CRWR 250, CRWR 260. For non-majors and non-minors portfolio submission is also required.",	3
Creative Writing,CRWR_O 381,Writing of Poetry,"Advanced workshop in the writing of poetry. Restricted to students with at least third-year standing. Restricted to Creative Writing Majors and Minors except with permission of the department. [3-0-0] Prerequisite: Either (a) two of CRWR 205, CRWR 216, CRWR 217, CRWR 218, CRWR 219, CRWR 250, CRWR 260 or (b) two of CRWR 210, CRWR 216, CRWR 217, CRWR 218, CRWR 219, CRWR 250, CRWR 260. For non-majors and non-minors portfolio submission is also required.",	3-6
Creative Writing,CRWR_O 382,Topics in Creative Writing,"Special course in advanced creative writing for senior students in Creative Writing or other Creative Studies programs who wish to work on a special topic not normally covered in other classes. With different topics, this course may be taken more than once for credit. Restricted to students with at least third-year standing. Restricted to Creative Writing Majors and Minors except with permission of the department. [3-0-0] Prerequisite: Either (a) two of CRWR 205, CRWR 216, CRWR 217, CRWR 218, CRWR 219, CRWR 250, CRWR 260 or (b) two of CRWR 210, CRWR 216, CRWR 217, CRWR 218, CRWR 219, CRWR 250, CRWR 260. For non-majors and non-minors portfolio submission is also required.",	3-6
Creative Writing,CRWR_O 384,Spoken Word,"Advanced workshop in writing and performing Spoken Word texts. Restricted to students with at least third-year standing. Credit will be granted for only one of CULT 384, CRWR 384, THTR 384 or CULT 308. [3-0-0] Prerequisite: 6 credits of Creative Writing and/or Theatre. For students without prerequisites, portfolio submission is also required. Equivalency: THTR 384, CULT 384",	3
Creative Writing,CRWR_O 385,Writing for Children,"Advanced workshop in writing for children and young adults. Restricted to students with at least third-year standing. Restricted to Creative Writing Majors and Minors except with permission of the department. Credit will be granted for only one of CRWR 385 and CRWR 382 when the subject matter is of the same nature. [3-0-0] Prerequisite: Either (a) two of CRWR 205, CRWR 216, CRWR 217, CRWR 218, CRWR 219, CRWR 250, CRWR 260 or (b) two of CRWR 210, CRWR 216, CRWR 217, CRWR 218, CRWR 219, CRWR 250, CRWR 260. For non-majors and non-minors portfolio submission is also required.",	3
Creative Writing,CRWR_O 386,Poetic Forms & Genres,"A practice-based exploration of traditional and contemporary poetic forms and genres in English. For non-majors and non-minors portfolio submission is also required. [3-0-0] Prerequisite: Either (a) two of CRWR 205, CRWR 216, CRWR 217, CRWR 218, CRWR 219, CRWR 250, CRWR 260 or (b) two of CRWR 210, CRWR 216, CRWR 217, CRWR 218, CRWR 219, CRWR 250, CRWR 260. For non-majors and non-minors portfolio submission is also required.",	3
Creative Writing,CRWR_O 470,Portfolio,"Intensive manuscript production in one or two major genres: fiction, poetry, drama, or creative non-fiction. As students begin to shape their portfolios, they will be asked to place their work in a contemporary aesthetic context. [3-0-0] or [1-0-2] Prerequisite: 6 credits from CRWR 380, CRWR 381, CRWR 382, or CRWR 471 with a minimum grade of 72% in each of these two courses. For non-majors and non-minors: portfolio submission also required.",	3-6
Creative Writing,CRWR_O 471,Writing of the Novel,"Advanced workshop in the writing of the novel or novella. Restricted to students with at least third-year standing. Restricted to Creative Writing Majors and Minors except with permission of the department. [1-0-2] Prerequisite: 6 credits of Creative Writing, with 3 credits from CRWR 217, CRWR 218, CRWR 250, or CRWR 380. For non-majors and non-minors: portfolio submission is also required.",	6
Creative Writing,CRWR_O 472,Editing and Publishing,For Creative Writing majors. Develops specialized skills in editing and publishing for success in professional practice. Coursework includes experiential learning with solo and group projects. [0-2-2] Prerequisite: Third-year standing.,	3
Creative Writing,CRWR_O 473,Writing and Community Learning,Applied community learning aspects of creative writing. Develops specialized skills for success in professional practice by working in interdisciplinary and collaborative teams with community partners. Field trips will be required. [0-2-2] Prerequisite: Third-year standing.,	3
Creative Writing,CRWR_O 474,Writing with Media,"Applied and theoretical aspects of writing with media. Develops specialized skills for working with media such as audio installations, broadcast, recordings, live performance, and video. Students will be encouraged to work in interdisciplinary and collaborative modes. [0-2-2] Prerequisite: Third-year standing.",	3
Creative Writing,CRWR_O 475,Preparing for a Career as a Writer,"Developing professional skills such as sustainable writing practices, preparing work for submission, marketing and promotion. Careers that are within and adjacent to creative writing will also be discussed. Restricted to CRWR Majors except with permission from instructor. [2-2-0]",	3
Creative Writing,CRWR_O 485,Directed Studies,Students will investigate a creative writing practice and will complete a significant writing project. [3-0-0] Prerequisite: Third-year standing; permission of the Creative Studies department; and permission of the supervising faculty member. The credit value for this course will be determined in consultation with the student prior to the registration.,	3-6
Creative Writing,CRWR_O 520,Special Topics in Creative Writing,"Prerequisite: Admission into the M.F.A. program with specialization in Creative Writing, or permission of the Department of Creative Studies.",	3
Creative Writing,CRWR_O 530,Directed Studies in Creative Writing,"Prerequisite: Admission into the M.F.A. program with specialization in Creative Writing, or permission of the Department of Creative Studies.",	3
Creative Writing,CRWR_O 581,Graduate Workshop in Creative Writing - Lyric,"Manuscript production course for in-depth discussion and workshopping of lyric forms. No more than 6 credits in total will be granted for CRWR 581, CRWR 580, or any combination thereof. Prerequisite: Admission into the MFA CRWR program, or submission of a portfolio and permission of the Department of Creative Studies.",	3-6
Creative Writing,CRWR_O 582,Graduate Workshop in Creative Writing- Narrative,"Manuscript production course for in-depth discussion and workshopping of narrative forms. No more than 6 credits in total will be granted for CRWR 582, CRWR 580, or any combination thereof. Prerequisite: Admission into the MFA CRWR program, or submission of a portfolio and permission of the Department of Creative Studies Subscribe to CRWR_O Course Descriptions Introduction Courses by Subject Courses by Faculty/School UBC Okanagan Academic Calendar Okanagan Campus 3333 University Way Kelowna,                  BC                  Canada V1V 1V7 The University of British Columbia About UBC Contact UBC About the University News Events Careers Make a Gift Search UBC.ca UBC Campuses Vancouver Campus Okanagan Campus UBC Sites Robson Square Centre for Digital Media Faculty of Medicine Across BC Emergency Procedures | Terms of Use | UBC Copyright | Accessibility to top Calendar Sections Home Dates and Deadlines Academic Year Admissions Fees Establishment and Constitution Campus-wide Policies and Regulations Services and Organizations Research Institutes Faculties, Schools, and Colleges Alternative Study Options Course Descriptions Emeriti Staff Enrolment Statistics 2023/24 Calendar History Calendar Archive Contact Us UBC Crest The official logo of the University of British Columbia. Urgent Message An exclamation mark in a speech bubble. Caret An arrowhead indicating direction. Arrow An arrow indicating direction. Arrow in Circle An arrow indicating direction. Arrow in Circle An arrow indicating direction. Chats Two speech clouds. Facebook The logo for the Facebook social media service. Information The letter 'i' in a circle. Instagram The logo for the Instagram social media service. Linkedin The logo for the LinkedIn social media service. Location Pin A map location pin. Mail An envelope. Menu Three horizontal lines indicating a menu. Minus A minus sign. Pencil A pencil indicating that this is editable. Telephone An antique telephone. Plus A plus symbol indicating more or the ability to add. Search A magnifying glass. Twitter The logo for the Twitter social media service. Youtube The logo for the YouTube video sharing service.",	3-6
Cultural Studies,CULT_O 100,Media and Popular Cultures in Global Context,"Introduction to media and cultural studies in a global context, specifically the critical analysis of cultural texts, cultural industries, and media audiences. [3-0-0]",	3
Cultural Studies,CULT_O 101,Cultural Studies Practices,"Key concepts and methods across the history of cultural studies including analysis of consumer society, identity, space, and memory. [3-0-0]",	3
Cultural Studies,CULT_O 201,Reading Popular Culture,"Introduction to the critical analysis of contemporary popular culture forms such as architecture, video games, television, and popular fiction and cultural practices such as consumerism, participation in subcultures and social networking, from within the context of modernity. Credit will be granted for only one of CULT 201 or ENGL 232. [3-0-0] Prerequisite: 3 credits of first-year CULT and 3 credits of first-year ENGL. Equivalency: ENGL232",	3
Cultural Studies,CULT_O 205,Introduction to Contemporary Japan Through Pop Culture,"Contemporary Japanese society through topics in popular culture, such as gender performativity, forms of play, manga, anime and film. In English. Credit will be granted for only one of CULT 205 or JPST 215. [3-0-0] Prerequisite: 3 credits of first-year ENGL. Equivalency: JPST 215",	3
Cultural Studies,CULT_O 210,Reading Screens,"Introduction to film and other screen-based media as narrative, with a focus on both formal and ideological elements. Credit will be granted for only one of CULT 210 or ENGL 215. [3-0-3] Prerequisite: 3 credits of first-year CULT and 3 credits of first-year ENGL. Equivalency: ENGL215",	3
Cultural Studies,CULT_O 215,Cultural Industries,An introductory critical study of cultural industries such as television and popular music. [3-0-0] Prerequisite: Second-year standing.,	3
Cultural Studies,CULT_O 220,Research with Media in the Humanities,"Working in the context of fine arts and humanities research, students develop methods for multimedia research. No digital humanities or computing experience required. At least 35% of class time involves instruction in humanities criticism, prototyping, writing, and research. Credit will be granted for only one of CULT220 and DIHU 220. Prerequisite: 3 credits of 100-level CULT, DIHU, ENGL, or FILM 100 Equivalency: DIHU220",	3
Cultural Studies,CULT_O 230,Foundations: Reading Across Borders,"Critical intercultural reading approaches, focusing on literature and film from the global South. Emphasis upon ideas of culture, difference, and the relations between reader and text. At least 35% of class time involves practice-based instruction in critical analysis, essay writing and research. Credit will be granted for only one of CULT 230 or ENGL 224. Prerequisite: 3 credits of first-year CULT and 3 credits of first-year ENGL. Equivalency: ENGL224",	3
Cultural Studies,CULT_O 250,Foundations: Indigenous Literature,"Survey of Indigenous-authored poetry, drama, fiction, non-fiction prose, and orature in North America, with attention to Indigenous methodologies and major critical trends. At least 35% of class time involves practice-based instruction in critical analysis, essay writing and research. Credit will be granted for only one of ENGL 234 or CULT 250. [3-0-0] Prerequisite: 3 credits of first-year CULT and 3 credits of first-year ENGL. Equivalency: ENGL 234",	3
Cultural Studies,CULT_O 272,Feminism and Environment,"Examines contributions of feminist theories and practice to understanding and addressing environmental change. Foregrounds the role of decolonial, anti-racist, disability justice and queer feminist perspectives in environmental justice, policy, art, and activism. Credit will be granted for only one of CULT 272 or GWST 272. [3-0-0] Prerequisite: 3 credits of first-year CULT or SUST 104. Equivalency: GWST272",	3
Cultural Studies,CULT_O 275,Foundations: Interdisciplinary Theory and Method in Literary Research,Study of the major trends in critical theory. Attention will be given to applications of theory in literary research. Credit will be granted for only one of CULT 275 or ENGL 250. [3-0-0] Prerequisite: 3 credits of first-year CULT and 3 credits of first-year ENGL. Equivalency: ENGL250,	3
Cultural Studies,CULT_O 300,Documentary and Docudrama,"Investigation of reality effect of film by tracing its origins in the dramatic genres of melodrama, realism, and naturalism into filmic genres of documentary and docudrama. Surveys modern and postmodern examples of these genres. Credit will be granted for only one of CULT 300 or ENGL 378. [3-0-3] Prerequisite: Third-year standing. CULT 210, CULT 215 or CULT 220 recommended. Equivalency: ENGL378",	3
Cultural Studies,CULT_O 303,Narrative Film Production,"The theory and practice of producing a short narrative motion picture for the purpose of developing narrative film literacy. Credit will be granted for only one of CULT 303, CULT 316, FILM 303, or THTR 303. VISA 106, VISA 261, VISA 271, CULT 210, THTR 103, CRWR 250, or FILM 100 recommended. Prerequisite: One of VISA 106, VISA 261, FILM 261. and third-year standing or permission of the instructor. Equivalency: FILM 303; THTR 303",	3
Cultural Studies,CULT_O 305,English-Canadian Screen Culture,"Development of English-Canadian screen culture studied by concentrating on various movements, the political economy of Anglo-Canadian screen culture, and televisual and cinematic forms and genres. Focus of the survey is on identity, nationhood, and representation. Credit will be granted for only one of CULT 305 or ENGL 377. [3-0-3] Prerequisite: Third-year standing. CULT 210, CULT 215, or CULT 220 recommended. Equivalency: ENGL377",	3
Cultural Studies,CULT_O 309,Performance Art: Global Perspectives,"History, theory, and practice of performance art as a visual medium, a global language, and a political force. Explores a wide range of experimental and interdisciplinary performance art practices, including key contributions by Indigenous artists. Credit will be granted for only one of CULT 309, ARTH 309, THTR 309, or WRLD 309. Prerequisite: Third-year standing. Equivalency: ARTH 309, THTR 309, WRLD 309",	3
Cultural Studies,CULT_O 315,Television Studies,"The medium of television from a global perspective, and the investigation of how genres in different television broadcast regimes shape content and reception. Credit will be granted for only one of CULT 315 or DIHU 315. [3-2-0] Prerequisite: Third-year standing. CULT 201, CULT 215, or CULT 220 recommended. Equivalency: DIHU 315",	3
Cultural Studies,CULT_O 317,Digital Documentary Production,"Theory and practice from the point of view of producer/writer/director. Course culminates in the creation of a short-form documentary. Credit will be granted for only one of CULT 317 or FILM 371. [2-2-0] Prerequisite: One of VISA 106, VISA 261, FILM 261. and third-year standing or permission of the instructor. Equivalency: FILM 371",	3
Cultural Studies,CULT_O 320,"Creative Activism: Art, Media, and Social Justice","Examination of the convergence between social justice movements, activist media, and artistic practice. Credit will be granted for only one of CULT 320 or ARTH 323. Prerequisite: 3 credits of 200 level CULT. ARTH 101, ARTH 102 or CULT 100, CULT 101 recommended. Equivalency: ARTH323",	3
Cultural Studies,CULT_O 325,Media and the Politics of Identity,"Examination of how cultural texts, including visual art, performance, literature, film, television, and social media, constitute modes of subjectivity and identity in modern Western contexts. [3-0-0] Prerequisite: 3 credits of 200 level CULT. CULT 100/101 recommended.",	3
Cultural Studies,CULT_O 340,Colonialism and Decolonization,"Comparative analysis of the cultural project of European colonialism, including colonial discourse, resistance, and decolonization in Africa, the Caribbean, South and Southeast Asia, and North America. Credit will be granted for only one of CULT 340 or ENGL 379. CULT 230, CULT 250, or CULT 275 recommended. Prerequisite: 3 credits of CULT and third-year standing. CULT 230 or 250 recommended. Equivalency: ENGL379",	3
Cultural Studies,CULT_O 346,"Human Rights, Literature, and Culture","Critical analysis of representational practices within humanitarian and human rights discourses, including literature, life writing, film, journalism, and marketing. Credit will be granted for only one of CULT 346 or ENGL 384. CULT 230, CULT 250, or CULT 275 recommended. Prerequisite: 3 credits of CULT and third-year standing. Equivalency: ENGL384",	3
Cultural Studies,CULT_O 350,Indigenous Literature: Intellectual Traditions,"Approaches to Indigenous literary and cultural studies in North America. Consideration will be given to a range of literary movements, intellectual traditions, and critical approaches. Credit will be granted for only one of ENGL 387 or CULT 350. Prerequisite: 3 credits of 200-level CULT. CULT 250 or ENGL 234 is recommended. Equivalency: ENGL 387",	3
Cultural Studies,CULT_O 351,"Settler Studies, Literature, and Culture","Approaches to the interdisciplinary field of settler colonial studies in Canadian and comparative contexts in relation to literature, film, and other forms of cultural production. Examines the role of representation, narrative, and discourse in settlement, colonization, and decolonization. Credit will be granted for only one of ENGL 385 or CULT 351. Prerequisite: 3 credits of 200-level CULT. CULT 250 or ENGL 234 is recommended. Equivalency: ENGL 385",	3
Cultural Studies,CULT_O 360,"Public Memory, Commemoration, and Identity","Critical examination of commemoration practices, including museums, monuments, and heritage sites, specifically in terms of the construction of place, community, and identity. Credit will be granted for only one of CULT 360 or CORH 360. Prerequisite: Third-year standing. CULT 215, CULT 230, CULT 250, or CULT 275 recommended. Equivalency: CORH360",	3
Cultural Studies,CULT_O 362,Advanced Practice in Photography,"Advanced studio course in digital- and film-based photography. Emphasis on photography as an artistic tool. This course may be taken twice for a maximum of 6 credits. Students in the Major/Combined Major/Minor in CULT can apply no more than 6 credits in total of CULT 310, VISA 362, or any combination thereof to their degree. Prerequisite: All of VISA 244, VISA 256. Or permission of the instructor. Note: for VISA 244, CULT students require permission of instructor. Equivalency: VISA 362",	3-6
Cultural Studies,CULT_O 370,Writing the Self: Theory and Practice,"Life writing with a focus on gender. Critical analysis and the production of narrative in such genres as memoir, autotheory, autoethnography, and critical poetics. Credit will be granted for only one of CULT 370 or GWST 340. Prerequisite: 3 Credits of 100 or 200-level CULT and third-year standing. Equivalency: GWST 340",	3
Cultural Studies,CULT_O 371,Modern Critical Theory and Interdisciplinary Methods,"Advanced survey of major trends within critical theory, with attention to issues such as subjectivity and power, the body, culture and imperialism, and social discourse. No more than 6 credits in total will be granted for CULT 371, ENGL 309 or any combination thereof. [3-0-0] Prerequisite: 3 credits of 200-level CULT or 200-level ENGL. One of CULT 270, CULT 275 recommended. Equivalency: ENGL309",	3-6
Cultural Studies,CULT_O 375,Auto/Biography Survey,"Histories and genres of auto/biography. Credit will be granted for only one of CULT 375 or ENGL 342. Prerequisite: 3 credits of 200-level CULT. One of CULT 270, CULT 275 recommended. Equivalency: ENGL342",	3
Cultural Studies,CULT_O 382,Advanced Practice in Media Arts,"Advanced interdisciplinary course addressing the importance of technology-based approaches in contemporary art, with emphasis placed upon the formation of an idea and the media most appropriate to its expression. Students in the Major/Combined Major/Minor in CULT can apply no more than 6 credits in total of CULT 382, VISA 382, or any combination thereof to their degree. Prerequisite: One of VISA 206, VISA 266, VISA 268, VISA 269, VISA 271. or permission of the instructor. Equivalency: VISA 382",	3-6
Cultural Studies,CULT_O 384,Spoken Word,"Advanced workshop in writing and performing Spoken Word texts. Credit will be granted for only one of CULT 384, CULT 308, CRWR 384 or THTR 384. [0-3-0] Prerequisite: 6 credits of Creative Writing and/or Theatre. Third-year standing. Equivalency: THTR 384, CRWR 384",	3
Cultural Studies,CULT_O 405,Reading Gothic Film,"The gothic/horror film as a genre that provides insight into cultural narratives regarding gender, sexuality, race, and class. Films may be approached from a number of critical perspectives, including psychoanalytic, feminist, and cultural theories. Credit will be granted for only one of CULT 405 or ENGL 455. [3-0-3] Prerequisite: 3 credits of 200-level CULT; CULT 210, CULT 215, and/or CULT 270 recommended. Equivalency: ENGL455",	3
Cultural Studies,CULT_O 411,Performance Studies,"Seminar in the interdisciplinary field of performance studies, broadly conceived as the investigation of aesthetic, ritual, and everyday life performance practices. Credit will be granted for only one of CULT 411, THTR 411, or WRLD 411. [3-0-0] Prerequisite: Third-year standing. Equivalency: THTR411, WRLD411",	3
Cultural Studies,CULT_O 450,Studies in Indigenous Literature and Criticism,"Topics in Indigenous literature and criticism in North America, including particular periods and individual authors. Credit will be granted for only one of ENGL 473 or CULT 450. [3-0-0] Prerequisite: 3 credits of 200-level CULT. CULT 250 recommended. Equivalency: ENGL 473",	3
Cultural Studies,CULT_O 460,Posthumanism and Critical Animal Studies,"Contemporary theories in the field of critical animal studies via ecofeminism, literary studies, philosophy and history with the aim of considering the interconnectedness of speciesism, racism and sexism. Particular attention will be paid to ecofeminism and the ethics of care in regards to the treatment of animals. Credit will be granted for only one of CULT 460 or ENGL 457. [3-0-0] Prerequisite: Third-year standing. Equivalency: ENGL457",	3
Cultural Studies,CULT_O 475,Topics in Auto/Biography,Study of a particular topic in or genre of auto/biographical discourse. Credit will be granted for only one of CULT 475 or ENGL 456. [3-0-0] Prerequisite: 3 credits of 200-level CULT. CULT 375 is recommended. Equivalency: ENGL456,	3
Cultural Studies,CULT_O 485,"Masculinities, Media, and Performance",Examination of the social construction of masculinities through the lens of queer and feminist theory. [3-0-0] Prerequisite: Third-year standing and CULT 100 or permission of the instructor.,	3
Cultural Studies,CULT_O 491,Black Intellectual Traditions,"Intellectual influences on, and responses to, Black experiences in our modern world. Credit will be granted for only one of CULT 491 or ENGL 491. Prerequisite: Third-year standing. Equivalency: ENGL 491",	3
Cultural Studies,CULT_O 499,Community-Engaged Research in Cultural Studies,"Develops professional skills in research, collaboration, and communication. Students work in collaborative teams to complete projects that support the work of community partners. Projects vary from year to year. Students must arrange own transportation to/from Kelowna-area required off-campus meetings. 65 contact hours of class and community partner interaction. Prerequisite: Third-year standing; students must complete an application; permission granted by the Cultural Studies program. Preference will be given to students enrolled as Major, Combined Major, or Minor in CULT. Subscribe to CULT_O Course Descriptions Introduction Courses by Subject Courses by Faculty/School UBC Okanagan Academic Calendar Okanagan Campus 3333 University Way Kelowna,                  BC                  Canada V1V 1V7 The University of British Columbia About UBC Contact UBC About the University News Events Careers Make a Gift Search UBC.ca UBC Campuses Vancouver Campus Okanagan Campus UBC Sites Robson Square Centre for Digital Media Faculty of Medicine Across BC Emergency Procedures | Terms of Use | UBC Copyright | Accessibility to top Calendar Sections Home Dates and Deadlines Academic Year Admissions Fees Establishment and Constitution Campus-wide Policies and Regulations Services and Organizations Research Institutes Faculties, Schools, and Colleges Alternative Study Options Course Descriptions Emeriti Staff Enrolment Statistics 2023/24 Calendar History Calendar Archive Contact Us UBC Crest The official logo of the University of British Columbia. Urgent Message An exclamation mark in a speech bubble. Caret An arrowhead indicating direction. Arrow An arrow indicating direction. Arrow in Circle An arrow indicating direction. Arrow in Circle An arrow indicating direction. Chats Two speech clouds. Facebook The logo for the Facebook social media service. Information The letter 'i' in a circle. Instagram The logo for the Instagram social media service. Linkedin The logo for the LinkedIn social media service. Location Pin A map location pin. Mail An envelope. Menu Three horizontal lines indicating a menu. Minus A minus sign. Pencil A pencil indicating that this is editable. Telephone An antique telephone. Plus A plus symbol indicating more or the ability to add. Search A magnifying glass. Twitter The logo for the Twitter social media service. Youtube The logo for the YouTube video sharing service.",	3
Curriculum Studies,CUST_O 562,Curriculum Issues and Theories,"Curriculum theories and issues are explored through a review of literature (historical and contemporary) and critical reflection on existing practices. Provides a basis for examining knowledge claims, beliefs and assumptions underpinning contemporary understandings and practices of curriculum.",	3
Curriculum Studies,CUST_O 563,Conceptualizing Curriculum Studies: Theory and Research,Facilitates an understanding of curriculum from a historical and contemporary perspective. Epistemological and ontological dimensions will be considered with a focus on discourses within the Canadian context.,	3
Curriculum Studies,CUST_O 564,Curriculum for Sustainability,Focus on curriculum discourse central to ecological and social justice.,	3
